GMLID;LocalId;Namespace;Version;NatlStationCode;Name;Municipality;EUStationCode;ActivityBegin;ActivityEnd;Latitude;Longitude;SRSName;Altitude;AltitudeUnit;AreaClassification;BelongsTo
STA-FR04004;STA-FR04004;FR.LCSQA-INERIS.AQ;3;FR04004;PARIS 18eme;PARIS 18E ARRONDISSEMENT;FR04004;1986-01-21T00:00:00+01:00;;48.891666;2.346667;urn:ogc:def:crs:EPSG::4326;60;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR14059;STA-FR14059;FR.LCSQA-INERIS.AQ;1;FR14059;M�tal Blanc;BOURG-FIDELE;FR14059;2001-05-01T00:00:00+01:00;2015-01-29T00:00:00+01:00;49.88921;4.535761;urn:ogc:def:crs:EPSG::4326;377;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR33201;STA-FR33201;FR.LCSQA-INERIS.AQ;2;FR33201;LOVERCHY;ANNECY;FR33201;1998-05-12T00:00:00+01:00;;45.89528;6.118333;urn:ogc:def:crs:EPSG::4326;453;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR19051;STA-FR19051;FR.LCSQA-INERIS.AQ;1;FR19051;Quimper Ferry;QUIMPER;FR19051;1999-10-14T00:00:00+01:00;2013-06-07T00:00:00+01:00;47.998158;-4.104136;urn:ogc:def:crs:EPSG::4326;30;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR072A
STA-FR02034;STA-FR02034;FR.LCSQA-INERIS.AQ;1;FR02034;Martigues Ventrons;MARTIGUES;FR02034;1984-02-01T00:00:00+01:00;2016-02-22T00:00:00+01:00;43.37571;5.064025;urn:ogc:def:crs:EPSG::4326;71;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR39011;STA-FR39011;FR.LCSQA-INERIS.AQ;2;FR39011;Reneville;FORT-DE-FRANCE;FR39011;2010-01-01T00:00:00+01:00;;14.614111;-61.05308;urn:ogc:def:crs:EPSG::4326;15;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR062A
STA-FR36001;STA-FR36001;FR.LCSQA-INERIS.AQ;2;FR36001;Valence P�riurb. Sud;PORTES-L�S-VALENCE;FR36001;1999-10-05T00:00:00+01:00;;44.870243;4.876289;urn:ogc:def:crs:EPSG::4326;125;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR24021;STA-FR24021;FR.LCSQA-INERIS.AQ;2;FR24021;PEILLON;PEILLON;FR24021;2002-12-09T00:00:00+01:00;;43.786583;7.373283;urn:ogc:def:crs:EPSG::4326;196;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR07016;STA-FR07016;FR.LCSQA-INERIS.AQ;2;FR07016;Montlucon Hippodrome;MONTLU�ON;FR07016;1994-07-01T00:00:00+01:00;2017-01-03T00:00:00+01:00;46.324;2.601;urn:ogc:def:crs:EPSG::4326;205;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR02043;STA-FR02043;FR.LCSQA-INERIS.AQ;1;FR02043;Marignane;MARIGNANE;FR02043;2018-02-02T00:00:00+01:00;;43.41653;5.222281;urn:ogc:def:crs:EPSG::4326;15;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR07029;STA-FR07029;FR.LCSQA-INERIS.AQ;2;FR07029;Sembadel;SEMBADEL;FR07029;2004-07-09T00:00:00+01:00;2017-01-02T00:00:00+01:00;45.274727;3.687917;urn:ogc:def:crs:EPSG::4326;1060;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR28027;STA-FR28027;FR.LCSQA-INERIS.AQ;2;FR28027;Evin Stade;EVIN-MALMAISON;FR28027;2003-07-19T00:00:00+01:00;2017-01-06T00:00:00+01:00;50.43464;3.02964;urn:ogc:def:crs:EPSG::4326;22;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR11027;STA-FR11027;FR.LCSQA-INERIS.AQ;2;FR11027;Tourcoing Centre;TOURCOING;FR11027;1997-10-21T00:00:00+01:00;2018-12-18T00:00:00+01:00;50.7242;3.15906;urn:ogc:def:crs:EPSG::4326;42;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR41002;STA-FR41002;FR.LCSQA-INERIS.AQ;2;FR41002;BASTIA GIRAUD;BASTIA;FR41002;2006-08-01T00:00:00+01:00;;42.697918;9.446417;urn:ogc:def:crs:EPSG::4326;60;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR065A
STA-FR09107;STA-FR09107;FR.LCSQA-INERIS.AQ;1;FR09107;PGOG_4_00;COGNAC;FR09107;2013-01-10T00:00:00+01:00;2017-01-01T00:00:00+01:00;45.68695;-0.323869;urn:ogc:def:crs:EPSG::4326;353;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR03045;STA-FR03045;FR.LCSQA-INERIS.AQ;1;FR03045;MARSEILLE MARGUERITE;MARSEILLE 9E ARRONDISSEMENT;FR03045;1995-07-04T00:00:00+01:00;2013-10-10T00:00:00+01:00;43.26022;5.411003;urn:ogc:def:crs:EPSG::4326;40;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR31021;STA-FR31021;FR.LCSQA-INERIS.AQ;4;FR31021;LABASTIDE CEZERACQ;LABASTIDE-C�Z�RACQ;FR31021;1998-05-09T00:00:00+01:00;;43.376278;-0.538206;urn:ogc:def:crs:EPSG::4326;123;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR36002;STA-FR36002;FR.LCSQA-INERIS.AQ;2;FR36002;Valence Urb. Centre;VALENCE;FR36002;2000-11-29T00:00:00+01:00;;44.933514;4.893481;urn:ogc:def:crs:EPSG::4326;125;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR14012;STA-FR14012;FR.LCSQA-INERIS.AQ;2;FR14012;Jean d Aulan;REIMS;FR14012;2008-12-19T00:00:00+01:00;;49.224167;4.020556;urn:ogc:def:crs:EPSG::4326;96;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR04146;STA-FR04146;FR.LCSQA-INERIS.AQ;2;FR04146;IVRY-SUR-SEINE;IVRY-SUR-SEINE;FR04146;1994-01-04T00:00:00+01:00;2018-06-30T00:00:00+01:00;48.8175;2.395;urn:ogc:def:crs:EPSG::4326;32;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR18039;STA-FR18039;FR.LCSQA-INERIS.AQ;2;FR18039;Arrest;ARREST;FR18039;2001-05-19T00:00:00+01:00;;50.129448;1.610833;urn:ogc:def:crs:EPSG::4326;33;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR24015;STA-FR24015;FR.LCSQA-INERIS.AQ;2;FR24015;GRASSE CLAVECIN;GRASSE;FR24015;2000-06-21T00:00:00+01:00;2021-03-30T00:00:00+01:00;43.65777;6.920878;urn:ogc:def:crs:EPSG::4326;345;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR01015;STA-FR01015;FR.LCSQA-INERIS.AQ;2;FR01015;Bl�nod-l�s-PAM;BL�NOD-L�S-PONT-�-MOUSSON;FR01015;1990-07-01T00:00:00+01:00;2022-04-19T00:00:00+01:00;48.884724;6.051392;urn:ogc:def:crs:EPSG::4326;186;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR15001;STA-FR15001;FR.LCSQA-INERIS.AQ;1;FR15001;Charavines;CHARAVINES;FR15001;1996-02-08T00:00:00+01:00;2013-12-24T00:00:00+01:00;45.4276;5.5178;urn:ogc:def:crs:EPSG::4326;491;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR01009;STA-FR01009;FR.LCSQA-INERIS.AQ;2;FR01009;Gandrange;GANDRANGE;FR01009;1993-01-01T00:00:00+01:00;2018-04-13T00:00:00+01:00;49.271393;6.1325;urn:ogc:def:crs:EPSG::4326;180;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR08618;STA-FR08618;FR.LCSQA-INERIS.AQ;2;FR08618;Al�s C�vennes;SAINT-PRIVAT-DES-VIEUX;FR08618;2008-06-26T00:00:00+01:00;2017-12-01T00:00:00+01:00;44.1424;4.13832;urn:ogc:def:crs:EPSG::4326;173;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR068A
STA-FR41020;STA-FR41020;FR.LCSQA-INERIS.AQ;2;FR41020;BASTIA SAINT NICOLAS;BASTIA;FR41020;2008-07-08T00:00:00+01:00;2019-01-03T00:00:00+01:00;42.700085;9.451722;urn:ogc:def:crs:EPSG::4326;5;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR065A
STA-FR04160;STA-FR04160;FR.LCSQA-INERIS.AQ;1;FR04160;PARIS 6eme;PARIS 6E ARRONDISSEMENT;FR04160;1995-09-21T00:00:00+01:00;2012-05-01T00:00:00+01:00;48.84889;2.335833;urn:ogc:def:crs:EPSG::4326;41;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR03091;STA-FR03091;FR.LCSQA-INERIS.AQ;1;FR03091;Avignon Rocade De Gaulle;AVIGNON;FR03091;2022-09-26T00:00:00+01:00;;43.9314;4.826875;urn:ogc:def:crs:EPSG::4326;21;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR09404;STA-FR09404;FR.LCSQA-INERIS.AQ;3;FR09404;Poitiers Centre  Augouard;POITIERS;FR09404;2013-07-29T00:00:00+01:00;;46.584;0.345582;urn:ogc:def:crs:EPSG::4326;110;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR04066;STA-FR04066;FR.LCSQA-INERIS.AQ;2;FR04066;Zone rurale Sud;BOIS-HERPIN;FR04066;2002-07-08T00:00:00+01:00;;48.364166;2.236944;urn:ogc:def:crs:EPSG::4326;134;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR15038;STA-FR15038;FR.LCSQA-INERIS.AQ;2;FR15038;St Martin d'Heres;SAINT-MARTIN-D'H�RES;FR15038;1998-08-25T00:00:00+01:00;;45.1828;5.7531;urn:ogc:def:crs:EPSG::4326;219;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR33212;STA-FR33212;FR.LCSQA-INERIS.AQ;2;FR33212;GAILLARD;AMBILLY;FR33212;1998-03-31T00:00:00+01:00;;46.19364;6.214534;urn:ogc:def:crs:EPSG::4326;426;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR31017;STA-FR31017;FR.LCSQA-INERIS.AQ;3;FR31017;ANGLET;ANGLET;FR31017;1999-03-21T00:00:00+01:00;;43.49404;-1.528753;urn:ogc:def:crs:EPSG::4326;40;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR29426;STA-FR29426;FR.LCSQA-INERIS.AQ;2;FR29426;SAINT-CHAMOND;SAINT-CHAMOND;FR29426;1998-12-08T00:00:00+01:00;;45.475327;4.515003;urn:ogc:def:crs:EPSG::4326;366;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR14857;STA-FR14857;FR.LCSQA-INERIS.AQ;2;FR14857;Bourg-Fidele_Mairie;BOURG-FID�LE;FR14857;2015-01-30T00:00:00+01:00;2019-10-09T00:00:00+01:00;49.89096;4.53977;urn:ogc:def:crs:EPSG::4326;376;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR26002;STA-FR26002;FR.LCSQA-INERIS.AQ;2;FR26002;Station TARNIER;DIJON;FR26002;1993-01-01T00:00:00+01:00;2018-07-14T00:00:00+01:00;47.304665;5.02008;urn:ogc:def:crs:EPSG::4326;244;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR076A
STA-FR16516;STA-FR16516;FR.LCSQA-INERIS.AQ;2;FR16516;Thann 4;THANN;FR16516;2015-02-23T00:00:00+01:00;2019-01-01T00:00:00+01:00;47.814;7.10456;urn:ogc:def:crs:EPSG::4326;344;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR31030;STA-FR31030;FR.LCSQA-INERIS.AQ;2;FR31030;LEOGNAN;L�OGNAN;FR31030;2002-04-02T00:00:00+01:00;2019-01-31T00:00:00+01:00;44.7225;-0.576111;urn:ogc:def:crs:EPSG::4326;49;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR29440;STA-FR29440;FR.LCSQA-INERIS.AQ;1;FR29440;COL_OEILLON;ROISEY;FR29440;2012-04-26T00:00:00+01:00;2016-12-30T00:00:00+01:00;45.38958;4.615817;urn:ogc:def:crs:EPSG::4326;1230;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR29424;STA-FR29424;FR.LCSQA-INERIS.AQ;2;FR29424;SAINT ETIENNE SUD;SAINT-�TIENNE;FR29424;1996-10-02T00:00:00+01:00;;45.42009;4.395422;urn:ogc:def:crs:EPSG::4326;552;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR14851;STA-FR14851;FR.LCSQA-INERIS.AQ;1;FR14851;HAP Givet;GIVET;FR14851;2013-01-01T00:00:00+01:00;2014-01-01T00:00:00+01:00;50.13585;4.836361;urn:ogc:def:crs:EPSG::4326;104;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR23123;STA-FR23123;FR.LCSQA-INERIS.AQ;2;FR23123;MAZAGRAN;LAVAL;FR23123;2001-01-23T00:00:00+01:00;;48.069298;-0.768129;urn:ogc:def:crs:EPSG::4326;48;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR035A
STA-FR16057;STA-FR16057;FR.LCSQA-INERIS.AQ;2;FR16057;Mulhouse Nord;MULHOUSE;FR16057;1989-09-15T00:00:00+01:00;2025-01-01T00:00:00+01:00;47.757435;7.347294;urn:ogc:def:crs:EPSG::4326;236;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR40012;STA-FR40012;FR.LCSQA-INERIS.AQ;1;FR40012;Soula;MACOURIA;FR40012;2018-07-24T00:00:00+01:00;2018-12-19T00:00:00+01:00;4.927337;-52.41119;urn:ogc:def:crs:EPSG::4326;2;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR063A
STA-FR02029;STA-FR02029;FR.LCSQA-INERIS.AQ;2;FR02029;Chateauneuf La Mede;CH�TEAUNEUF-LES-MARTIGUES;FR02029;2000-04-04T00:00:00+01:00;2025-04-17T00:00:00+01:00;43.399548;5.113214;urn:ogc:def:crs:EPSG::4326;10;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR05054;STA-FR05054;FR.LCSQA-INERIS.AQ;2;FR05054;Le Havre Les Neiges;LE HAVRE;FR05054;1993-04-21T00:00:00+01:00;2018-02-03T00:00:00+01:00;49.481087;0.165289;urn:ogc:def:crs:EPSG::4326;6;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR09205;STA-FR09205;FR.LCSQA-INERIS.AQ;1;FR09205;La Rochelle GARE;LA ROCHELLE;FR09205;2014-01-07T00:00:00+01:00;2014-12-23T00:00:00+01:00;46.15372;-1.145611;urn:ogc:def:crs:EPSG::4326;3;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR14033;STA-FR14033;FR.LCSQA-INERIS.AQ;2;FR14033;STE SAVINE;SAINTE-SAVINE;FR14033;1999-10-01T00:00:00+01:00;;48.295002;4.050278;urn:ogc:def:crs:EPSG::4326;119;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR07059;STA-FR07059;FR.LCSQA-INERIS.AQ;2;FR07059;Vichy;VICHY;FR07059;2018-01-26T00:00:00+01:00;;46.130432;3.425694;urn:ogc:def:crs:EPSG::4326;257;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR38011;STA-FR38011;FR.LCSQA-INERIS.AQ;2;FR38011;Station Luther King;SAINT-PIERRE;FR38011;2007-04-04T00:00:00+01:00;;-21.334406;55.45906;urn:ogc:def:crs:EPSG::4326;10;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR060A
STA-FR20077;STA-FR20077;FR.LCSQA-INERIS.AQ;2;FR20077;Villefranche Centre;VILLEFRANCHE-SUR-SA�NE;FR20077;2017-12-21T00:00:00+01:00;;45.990112;4.715566;urn:ogc:def:crs:EPSG::4326;184;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR12026;STA-FR12026;FR.LCSQA-INERIS.AQ;2;FR12026;Albi Delmas;ALBI;FR12026;1998-09-03T00:00:00+01:00;;43.92777;2.145897;urn:ogc:def:crs:EPSG::4326;181;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR068A
STA-FR16065;STA-FR16065;FR.LCSQA-INERIS.AQ;2;FR16065;Mulhouse Est;BRUNSTATT-DIDENHEIM;FR16065;1998-01-30T00:00:00+01:00;;47.723106;7.341603;urn:ogc:def:crs:EPSG::4326;355;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR36032;STA-FR36032;FR.LCSQA-INERIS.AQ;1;FR36032;A7 Valence Est;BOURG-L�S-VALENCE;FR36032;2017-12-28T00:00:00+01:00;;44.9492;4.890133;urn:ogc:def:crs:EPSG::4326;113;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR30019;STA-FR30019;FR.LCSQA-INERIS.AQ;2;FR30019;Epinal;�PINAL;FR30019;1995-03-25T00:00:00+01:00;;48.172653;6.4528165;urn:ogc:def:crs:EPSG::4326;350;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR23238;STA-FR23238;FR.LCSQA-INERIS.AQ;1;FR23238;LEVOYER;REZ�;FR23238;2017-02-27T00:00:00+01:00;;47.194157;-1.581689;urn:ogc:def:crs:EPSG::4326;5;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR035A
STA-FR19061;STA-FR19061;FR.LCSQA-INERIS.AQ;2;FR19061;Saint Brieuc Balzac;SAINT-BRIEUC;FR19061;2000-09-01T00:00:00+01:00;;48.51351;-2.74953;urn:ogc:def:crs:EPSG::4326;90;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR072A
STA-FR02041;STA-FR02041;FR.LCSQA-INERIS.AQ;2;FR02041;SALON;SALON-DE-PROVENCE;FR02041;2013-01-01T00:00:00+01:00;;43.639004;5.101097;urn:ogc:def:crs:EPSG::4326;82;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR20031;STA-FR20031;FR.LCSQA-INERIS.AQ;2;FR20031;ST FONS CENTRE;SAINT-FONS;FR20031;1981-01-01T00:00:00+01:00;2023-01-11T00:00:00+01:00;45.7078;4.8644;urn:ogc:def:crs:EPSG::4326;177;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR41001;STA-FR41001;FR.LCSQA-INERIS.AQ;2;FR41001;AJACCIO CANETTO;AJACCIO;FR41001;2006-05-23T00:00:00+01:00;;41.924694;8.735694;urn:ogc:def:crs:EPSG::4326;39;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR065A
STA-FR30029;STA-FR30029;FR.LCSQA-INERIS.AQ;2;FR30029;Vittel;VITTEL;FR30029;1997-09-12T00:00:00+01:00;2021-01-20T00:00:00+01:00;48.19361;5.937222;urn:ogc:def:crs:EPSG::4326;350;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR26010;STA-FR26010;FR.LCSQA-INERIS.AQ;2;FR26010;Daix;DAIX;FR26010;1996-03-23T00:00:00+01:00;2025-04-02T00:00:00+01:00;47.3456;5.002377;urn:ogc:def:crs:EPSG::4326;332;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR076A
STA-FR33203;STA-FR33203;FR.LCSQA-INERIS.AQ;2;FR33203;ANNECY Rocade;ANNECY;FR33203;2014-01-02T00:00:00+01:00;;45.9097;6.11825;urn:ogc:def:crs:EPSG::4326;452;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR16059;STA-FR16059;FR.LCSQA-INERIS.AQ;2;FR16059;Chalamp�;CHALAMP�;FR16059;1989-09-15T00:00:00+01:00;;47.820248;7.538683;urn:ogc:def:crs:EPSG::4326;218;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity;FR.LCSQA-INERIS.AQ/NET-FR075A
